id_vaca;id_toro;id_cria;celulas_somaticas;produccion_leche;calidad_patas;calidad_ubres;grasa;proteinas;cs_vaca;pl_vaca;pa_vaca;u_vaca;g_vaca;pr_vaca;cs_toro;pl_toro;pa_toro;u_toro;g_toro;pr_toro
V-632;T-8;C-5261;1291639.0;0.0;8.41;1.65;4.5;3.41;336952.0;17.53;8.81;1.4;4.49;3.51;2.96;-1.56;7.53;1.73;0.03;0.08
V-184;T-4;C-5262;133529.0;15.56;4.1;4.4;3.95;2.81;195387.0;41.59;1.41;6.5;3.76;2.82;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-650;T-8;C-5263;1274380.0;0.0;7.29;1.36;3.39;3.35;341550.0;24.39;8.52;1.07;3.55;3.5;2.96;-1.56;7.53;1.73;0.03;0.08
V-581;T-13;C-5264;107483.0;0.0;5.94;6.08;2.97;3.76;50000.0;37.44;7.96;4.36;3.0;3.45;1.15;-2.01;3.84;7.61;0.12;0.4
V-340;T-11;C-5265;81056.0;187.3;7.03;8.6;2.88;3.7;336141.0;35.66;6.52;8.27;2.77;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-291;T-1;C-5266;347165.0;2.1;2.52;7.19;3.84;3.51;199532.0;12.8;1.52;7.81;3.77;3.13;0.63;-0.82;3.77;6.26;-0.05;0.11
V-481;T-11;C-5267;93106.0;97.25;5.69;5.62;3.53;4.0;370534.0;18.69;5.96;3.36;3.58;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-435;T-10;C-5268;361756.0;27.58;5.79;6.19;2.97;3.9;283087.0;25.23;8.69;7.19;2.63;3.83;0.3;0.02;2.17;5.74;0.32;0.07
V-212;T-14;C-5269;373819.0;0.0;6.29;3.57;3.2;4.0;228438.0;0.0;4.85;2.25;3.18;3.94;0.71;3.14;8.11;4.35;0.13;0.13
V-627;T-5;C-5270;50000.0;263.73;5.06;5.97;3.44;3.95;88709.0;92.78;7.02;3.6;3.55;3.88;-2.31;1.68;2.5;8.56;0.15;0.03
V-465;T-12;C-5271;59367.0;0.0;6.69;5.66;3.74;3.46;50000.0;0.0;4.4;5.88;3.57;3.71;0.12;-0.63;8.5;6.2;0.0;0.11
V-7;T-7;C-5272;50000.0;0.0;6.17;5.05;3.59;3.94;50000.0;0.0;7.31;7.27;2.99;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-400;T-3;C-5273;696342.0;91.07;6.05;7.11;3.27;3.24;202839.0;39.47;3.83;7.93;2.88;3.11;2.74;1.31;8.27;7.23;0.26;0.13
V-110;T-6;C-5274;50000.0;246.64;1.74;3.77;3.55;4.0;50000.0;51.03;1.45;3.07;3.79;4.0;-1.81;3.91;1.76;5.19;0.06;0.16
V-72;T-11;C-5275;69346.0;289.88;7.26;7.31;3.1;3.84;258987.0;62.34;7.89;7.24;3.44;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-574;T-8;C-5276;438874.0;0.0;4.77;5.19;4.26;4.0;120451.0;19.8;2.81;7.75;4.4;3.82;2.96;-1.56;7.53;1.73;0.03;0.08
V-590;T-8;C-5277;558253.0;0.0;6.1;2.54;4.12;3.74;139699.0;30.16;4.38;3.28;3.97;3.44;2.96;-1.56;7.53;1.73;0.03;0.08
V-596;T-10;C-5278;70156.0;45.12;4.43;7.24;3.61;3.63;50000.0;42.08;6.23;8.17;3.57;3.8;0.3;0.02;2.17;5.74;0.32;0.07
V-579;T-11;C-5279;69920.0;128.47;5.25;4.84;4.01;3.42;266771.0;26.26;4.09;2.41;3.73;3.61;-0.75;3.81;6.49;8.09;-0.02;0.07
V-174;T-10;C-5280;599577.0;12.5;4.17;6.24;3.48;3.34;486449.0;11.55;5.6;6.47;3.05;3.14;0.3;0.02;2.17;5.74;0.32;0.07
V-175;T-11;C-5281;106431.0;190.91;3.66;5.19;3.67;4.0;420109.0;39.36;1.45;2.73;3.91;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-345;T-12;C-5282;119272.0;0.0;7.44;6.65;3.53;3.83;106020.0;0.0;5.41;6.79;3.92;3.75;0.12;-0.63;8.5;6.2;0.0;0.11
V-87;T-12;C-5283;168319.0;22.16;7.09;7.02;3.42;3.39;139821.0;55.16;5.9;8.91;3.28;3.13;0.12;-0.63;8.5;6.2;0.0;0.11
V-129;T-12;C-5284;422855.0;13.92;6.59;6.38;4.05;2.82;406950.0;38.36;3.51;5.73;3.73;2.8;0.12;-0.63;8.5;6.2;0.0;0.11
V-495;T-8;C-5285;2000000.0;0.0;7.29;4.3;3.85;2.84;523213.0;47.66;5.95;7.04;4.0;3.06;2.96;-1.56;7.53;1.73;0.03;0.08
V-366;T-8;C-5286;621961.0;0.0;5.47;3.19;4.23;3.7;166161.0;20.5;3.81;5.17;3.9;3.92;2.96;-1.56;7.53;1.73;0.03;0.08
V-105;T-14;C-5287;324757.0;174.11;5.56;5.78;3.6;3.41;173147.0;39.16;2.93;7.54;3.39;3.5;0.71;3.14;8.11;4.35;0.13;0.13
V-331;T-10;C-5288;593492.0;26.14;4.76;7.36;4.31;3.43;423033.0;27.22;6.86;8.0;3.81;3.3;0.3;0.02;2.17;5.74;0.32;0.07
V-266;T-3;C-5289;349548.0;45.25;6.78;5.98;3.95;2.97;90257.0;18.37;5.37;4.44;3.49;2.98;2.74;1.31;8.27;7.23;0.26;0.13
V-62;T-9;C-5290;746181.0;53.62;5.97;6.6;4.22;3.43;318821.0;27.5;6.38;7.44;3.71;3.42;1.21;0.8;6.51;5.35;0.25;0.14
V-395;T-15;C-5291;161315.0;165.34;7.38;3.63;3.93;3.16;136368.0;37.76;7.23;5.43;3.76;3.16;0.26;3.14;8.77;2.53;0.09;0.22
V-632;T-3;C-5292;1177868.0;40.45;8.72;4.17;4.54;3.5;336952.0;17.53;8.81;1.4;4.49;3.51;2.74;1.31;8.27;7.23;0.26;0.13
V-531;T-5;C-5293;50000.0;141.34;5.46;5.65;3.62;3.23;159532.0;50.29;8.7;2.03;3.51;3.25;-2.31;1.68;2.5;8.56;0.15;0.03
V-605;T-1;C-5294;404265.0;13.54;6.32;7.02;3.28;4.0;252647.0;69.23;8.82;7.8;3.52;4.0;0.63;-0.82;3.77;6.26;-0.05;0.11
V-177;T-4;C-5295;165028.0;15.33;5.98;5.27;3.5;3.9;232990.0;43.5;4.58;7.01;3.07;3.81;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-346;T-10;C-5296;224452.0;43.74;3.97;4.6;3.1;3.5;180707.0;43.76;5.7;4.18;3.01;3.63;0.3;0.02;2.17;5.74;0.32;0.07
V-231;T-1;C-5297;88944.0;1.66;2.91;4.22;3.56;3.66;50000.0;10.14;1.85;2.92;3.73;3.37;0.63;-0.82;3.77;6.26;-0.05;0.11
V-139;T-6;C-5298;50000.0;132.6;2.47;6.25;4.44;3.71;50000.0;25.16;3.71;7.68;4.14;3.28;-1.81;3.91;1.76;5.19;0.06;0.16
V-373;T-2;C-5299;50000.0;137.95;3.67;1.5;3.24;3.33;50000.0;54.77;3.78;1.59;3.18;3.16;-0.55;1.58;3.15;1.45;0.32;0.02
V-131;T-2;C-5300;119554.0;103.73;4.04;1.18;3.59;3.67;270422.0;42.15;5.45;1.07;3.59;3.66;-0.55;1.58;3.15;1.45;0.32;0.02
V-342;T-1;C-5301;318539.0;12.03;3.46;5.31;4.06;3.25;192547.0;71.84;2.98;4.81;4.05;3.21;0.63;-0.82;3.77;6.26;-0.05;0.11
V-607;T-14;C-5302;140332.0;0.0;6.12;5.49;4.04;3.57;80323.0;0.0;4.27;7.75;3.79;3.4;0.71;3.14;8.11;4.35;0.13;0.13
V-637;T-5;C-5303;50000.0;2.4;3.05;7.85;3.95;3.47;91538.0;0.91;3.37;8.45;4.02;3.37;-2.31;1.68;2.5;8.56;0.15;0.03
V-646;T-14;C-5304;87344.0;180.25;6.67;6.24;3.01;2.85;50000.0;43.33;5.86;7.61;3.14;2.8;0.71;3.14;8.11;4.35;0.13;0.13
V-582;T-13;C-5305;119022.0;0.0;3.94;6.63;2.81;3.73;54553.0;32.81;3.45;4.66;2.79;3.64;1.15;-2.01;3.84;7.61;0.12;0.4
V-552;T-2;C-5306;184460.0;151.92;4.45;2.99;4.09;2.8;401629.0;56.4;5.62;4.34;3.68;2.8;-0.55;1.58;3.15;1.45;0.32;0.02
V-424;T-10;C-5307;375177.0;38.42;2.5;3.6;3.66;2.84;286246.0;39.14;3.13;1.05;3.72;2.8;0.3;0.02;2.17;5.74;0.32;0.07
V-580;T-8;C-5308;196930.0;0.0;7.92;3.78;4.09;3.41;50000.0;32.63;7.62;6.02;3.82;3.4;2.96;-1.56;7.53;1.73;0.03;0.08
V-198;T-5;C-5309;50000.0;172.67;4.3;5.45;3.78;3.94;219427.0;67.13;5.66;1.7;3.82;3.69;-2.31;1.68;2.5;8.56;0.15;0.03
V-164;T-13;C-5310;1175455.0;0.0;3.99;6.43;3.53;3.91;510397.0;38.87;3.71;4.56;3.29;3.25;1.15;-2.01;3.84;7.61;0.12;0.4
V-282;T-4;C-5311;120821.0;5.27;5.12;2.9;4.0;3.31;155133.0;15.38;2.66;2.67;3.34;3.16;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-323;T-10;C-5312;315015.0;14.58;2.36;3.25;4.39;3.43;238145.0;13.44;2.46;1.46;4.35;3.38;0.3;0.02;2.17;5.74;0.32;0.07
V-12;T-13;C-5313;339114.0;0.0;5.25;5.78;3.23;3.36;149102.0;59.43;6.06;4.46;2.94;3.28;1.15;-2.01;3.84;7.61;0.12;0.4
V-614;T-6;C-5314;50000.0;167.08;3.03;3.13;3.63;3.47;216002.0;33.58;4.68;1.3;3.48;3.22;-1.81;3.91;1.76;5.19;0.06;0.16
V-453;T-13;C-5315;504949.0;0.0;3.87;5.42;3.81;3.69;220797.0;48.62;4.72;3.65;3.7;3.34;1.15;-2.01;3.84;7.61;0.12;0.4
V-317;T-4;C-5316;442714.0;10.92;6.96;5.99;3.43;2.8;624049.0;30.0;7.22;8.96;2.5;2.8;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-69;T-14;C-5317;706285.0;82.59;6.38;5.8;3.6;4.0;406794.0;18.34;4.41;7.3;3.6;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-55;T-1;C-5318;153628.0;7.77;4.06;5.45;3.74;3.78;98666.0;41.02;4.52;5.23;4.1;3.39;0.63;-0.82;3.77;6.26;-0.05;0.11
V-563;T-2;C-5319;50000.0;165.26;2.14;3.52;4.8;3.09;87033.0;65.49;1.32;6.26;4.3;3.17;-0.55;1.58;3.15;1.45;0.32;0.02
V-505;T-8;C-5320;1594834.0;0.0;4.49;4.63;2.89;3.59;408870.0;2.22;1.4;8.42;3.05;3.83;2.96;-1.56;7.53;1.73;0.03;0.08
V-411;T-10;C-5321;166484.0;0.7;2.39;4.38;3.63;2.97;127076.0;0.72;2.3;3.09;3.35;3.21;0.3;0.02;2.17;5.74;0.32;0.07
V-253;T-10;C-5322;90659.0;16.68;5.04;5.57;4.4;3.37;73775.0;17.84;8.28;6.62;4.11;3.1;0.3;0.02;2.17;5.74;0.32;0.07
V-639;T-7;C-5323;50000.0;47.0;4.59;2.3;5.06;3.41;171834.0;21.97;3.83;1.08;4.32;3.43;-1.12;1.07;6.13;3.79;0.46;0.13
V-577;T-3;C-5324;1029662.0;52.27;6.39;8.17;3.24;3.68;285106.0;20.99;5.06;8.84;3.19;3.92;2.74;1.31;8.27;7.23;0.26;0.13
V-376;T-11;C-5325;89744.0;0.0;7.47;5.25;3.66;3.3;358729.0;0.0;8.68;1.66;3.38;3.17;-0.75;3.81;6.49;8.09;-0.02;0.07
V-608;T-15;C-5326;63189.0;118.59;7.74;3.89;3.32;3.85;50000.0;26.52;7.07;6.11;3.44;3.93;0.26;3.14;8.77;2.53;0.09;0.22
V-377;T-10;C-5327;237580.0;67.59;2.26;3.51;3.68;4.0;166736.0;72.7;2.72;1.98;3.19;3.92;0.3;0.02;2.17;5.74;0.32;0.07
V-407;T-9;C-5328;257812.0;0.0;4.59;6.22;4.23;3.21;115286.0;0.0;3.6;6.8;3.89;3.37;1.21;0.8;6.51;5.35;0.25;0.14
V-254;T-15;C-5329;164746.0;119.01;7.7;2.39;3.74;3.14;135208.0;28.35;6.7;2.2;3.94;2.91;0.26;3.14;8.77;2.53;0.09;0.22
V-628;T-4;C-5330;50000.0;0.0;8.29;4.31;5.37;3.03;50000.0;0.0;7.73;6.44;4.5;3.37;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-379;T-7;C-5331;50000.0;65.46;3.91;4.43;3.63;4.0;189067.0;29.62;1.12;4.79;2.99;3.76;-1.12;1.07;6.13;3.79;0.46;0.13
V-3;T-2;C-5332;129970.0;85.04;3.56;4.06;3.66;3.64;312804.0;32.15;4.69;7.15;3.42;3.53;-0.55;1.58;3.15;1.45;0.32;0.02
V-333;T-2;C-5333;248814.0;72.94;4.92;4.99;4.39;3.52;530707.0;28.54;7.31;7.7;4.41;3.79;-0.55;1.58;3.15;1.45;0.32;0.02
V-299;T-10;C-5334;119987.0;40.1;3.89;5.01;4.76;3.55;98154.0;42.77;5.17;5.31;4.16;3.22;0.3;0.02;2.17;5.74;0.32;0.07
V-582;T-4;C-5335;50000.0;12.42;5.86;4.06;3.45;3.6;54553.0;32.81;3.45;4.66;2.79;3.64;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-418;T-4;C-5336;102474.0;18.54;7.37;2.12;3.49;3.62;141680.0;52.31;7.93;1.22;3.05;3.38;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-652;T-15;C-5337;63430.0;157.47;6.58;3.21;3.5;3.84;50000.0;37.26;4.24;4.52;3.21;3.58;0.26;3.14;8.77;2.53;0.09;0.22
V-627;T-7;C-5338;50000.0;181.16;6.99;3.98;4.36;3.9;88709.0;92.78;7.02;3.6;3.55;3.88;-1.12;1.07;6.13;3.79;0.46;0.13
V-598;T-6;C-5339;50000.0;218.5;1.95;3.0;3.2;3.58;286875.0;46.56;1.8;1.11;3.19;3.71;-1.81;3.91;1.76;5.19;0.06;0.16
V-127;T-6;C-5340;50000.0;82.62;4.62;3.62;3.64;3.32;197937.0;17.39;7.25;1.7;3.77;3.47;-1.81;3.91;1.76;5.19;0.06;0.16
V-591;T-10;C-5341;196971.0;68.33;5.13;7.04;4.67;3.75;162037.0;62.57;7.46;7.93;4.17;3.9;0.3;0.02;2.17;5.74;0.32;0.07
V-115;T-11;C-5342;50000.0;275.98;5.6;7.08;2.78;4.0;189200.0;59.18;5.27;5.37;2.86;3.79;-0.75;3.81;6.49;8.09;-0.02;0.07
V-108;T-5;C-5343;50000.0;10.34;1.9;6.38;2.91;3.36;292637.0;3.57;1.07;5.21;2.6;3.48;-2.31;1.68;2.5;8.56;0.15;0.03
V-99;T-9;C-5344;980784.0;0.0;5.37;4.12;3.24;4.0;484074.0;0.0;3.42;3.77;3.17;4.0;1.21;0.8;6.51;5.35;0.25;0.14
V-411;T-6;C-5345;50000.0;3.66;2.1;3.98;3.71;3.58;127076.0;0.72;2.3;3.09;3.35;3.21;-1.81;3.91;1.76;5.19;0.06;0.16
V-579;T-14;C-5346;426653.0;103.91;6.6;3.13;3.87;3.51;266771.0;26.26;4.09;2.41;3.73;3.61;0.71;3.14;8.11;4.35;0.13;0.13
V-180;T-15;C-5347;685515.0;288.27;4.8;3.27;3.16;3.14;535682.0;64.44;1.05;4.57;3.05;3.14;0.26;3.14;8.77;2.53;0.09;0.22
V-279;T-1;C-5348;87422.0;5.37;4.34;7.65;3.17;3.18;50000.0;29.18;4.51;8.78;3.14;3.21;0.63;-0.82;3.77;6.26;-0.05;0.11
V-664;T-11;C-5349;126022.0;176.48;6.95;9.0;4.34;3.67;521151.0;34.26;7.8;8.49;4.05;3.9;-0.75;3.81;6.49;8.09;-0.02;0.07
V-264;T-8;C-5350;2000000.0;0.0;6.84;3.01;4.53;3.66;505104.0;22.88;5.68;3.93;4.56;3.45;2.96;-1.56;7.53;1.73;0.03;0.08
V-385;T-7;C-5351;50000.0;6.86;3.59;4.84;4.39;3.35;50000.0;3.22;1.6;5.55;3.83;3.22;-1.12;1.07;6.13;3.79;0.46;0.13
V-388;T-15;C-5352;359501.0;108.49;7.34;2.99;3.28;3.47;295684.0;29.11;7.36;3.06;3.14;3.44;0.26;3.14;8.77;2.53;0.09;0.22
V-2;T-11;C-5353;111567.0;171.62;6.82;5.45;3.03;3.39;478667.0;38.22;6.2;2.81;3.3;3.54;-0.75;3.81;6.49;8.09;-0.02;0.07
V-293;T-12;C-5354;249686.0;13.07;5.62;5.37;4.23;3.85;229417.0;35.5;2.53;4.39;3.96;3.85;0.12;-0.63;8.5;6.2;0.0;0.11
V-6;T-7;C-5355;50000.0;138.36;5.1;6.05;4.04;3.58;244569.0;72.48;4.47;8.26;3.44;3.78;-1.12;1.07;6.13;3.79;0.46;0.13
V-416;T-15;C-5356;266310.0;242.29;9.0;5.78;3.92;4.0;193663.0;56.56;8.68;8.37;3.49;3.8;0.26;3.14;8.77;2.53;0.09;0.22
V-73;T-6;C-5357;50000.0;64.17;2.14;4.5;3.84;3.67;90526.0;13.56;2.93;4.14;3.53;3.68;-1.81;3.91;1.76;5.19;0.06;0.16
V-298;T-14;C-5358;719698.0;231.4;5.97;3.48;3.83;3.64;424626.0;55.88;4.67;2.89;3.73;3.81;0.71;3.14;8.11;4.35;0.13;0.13
V-185;T-2;C-5359;55357.0;65.57;4.75;3.53;3.71;4.0;130705.0;26.42;6.61;5.51;3.22;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-355;T-10;C-5360;237308.0;24.16;1.9;6.44;4.57;3.63;197964.0;23.09;1.96;6.61;4.31;3.72;0.3;0.02;2.17;5.74;0.32;0.07
V-130;T-9;C-5361;835419.0;168.28;4.87;4.48;3.74;4.0;381802.0;98.45;2.98;3.18;3.54;4.0;1.21;0.8;6.51;5.35;0.25;0.14
V-18;T-12;C-5362;392653.0;9.65;5.53;5.76;3.57;3.21;320180.0;26.86;2.64;6.27;3.89;3.06;0.12;-0.63;8.5;6.2;0.0;0.11
V-116;T-12;C-5363;212376.0;5.68;5.32;6.52;4.03;3.96;203814.0;15.2;1.66;7.01;3.96;3.53;0.12;-0.63;8.5;6.2;0.0;0.11
V-22;T-12;C-5364;251828.0;5.34;5.3;4.11;3.07;3.41;237207.0;13.25;2.52;2.12;3.13;3.56;0.12;-0.63;8.5;6.2;0.0;0.11
V-474;T-14;C-5365;404569.0;55.3;6.28;6.07;3.77;3.0;254107.0;12.23;4.07;7.38;3.84;2.8;0.71;3.14;8.11;4.35;0.13;0.13
V-327;T-5;C-5366;50000.0;29.99;5.49;8.39;3.3;3.7;213688.0;10.88;8.64;8.59;3.35;3.65;-2.31;1.68;2.5;8.56;0.15;0.03
V-124;T-5;C-5367;50000.0;61.23;3.05;8.02;3.45;3.84;297814.0;23.34;3.51;7.84;3.03;3.62;-2.31;1.68;2.5;8.56;0.15;0.03
V-126;T-1;C-5368;325047.0;7.87;3.06;6.23;2.82;3.09;198093.0;47.47;1.96;6.54;2.95;3.3;0.63;-0.82;3.77;6.26;-0.05;0.11
V-517;T-8;C-5369;506208.0;0.0;5.41;2.75;3.39;3.36;132041.0;26.27;2.53;4.11;3.67;3.31;2.96;-1.56;7.53;1.73;0.03;0.08
V-521;T-13;C-5370;299571.0;0.0;3.97;6.69;3.74;3.79;126926.0;0.0;4.68;5.7;3.38;3.54;1.15;-2.01;3.84;7.61;0.12;0.4
V-629;T-1;C-5371;246975.0;0.0;4.7;5.95;2.94;3.51;151331.0;0.0;4.94;6.75;2.84;3.23;0.63;-0.82;3.77;6.26;-0.05;0.11
V-342;T-4;C-5372;149152.0;25.72;5.64;3.91;4.39;3.1;192547.0;71.84;2.98;4.81;4.05;3.21;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-242;T-11;C-5373;50000.0;109.14;5.98;5.71;3.26;3.54;50000.0;21.04;4.76;2.71;3.22;3.53;-0.75;3.81;6.49;8.09;-0.02;0.07
V-331;T-5;C-5374;50000.0;74.98;5.04;7.58;3.71;3.64;423033.0;27.22;6.86;8.0;3.81;3.3;-2.31;1.68;2.5;8.56;0.15;0.03
V-595;T-2;C-5375;50000.0;70.91;2.34;4.44;3.98;3.86;86718.0;26.12;1.27;7.06;3.67;3.83;-0.55;1.58;3.15;1.45;0.32;0.02
V-335;T-3;C-5376;185707.0;57.33;8.13;4.61;3.68;3.56;50000.0;24.42;7.95;1.53;3.8;3.72;2.74;1.31;8.27;7.23;0.26;0.13
V-422;T-1;C-5377;420165.0;3.19;4.32;5.71;3.18;3.94;246589.0;18.35;5.0;6.29;3.23;3.49;0.63;-0.82;3.77;6.26;-0.05;0.11
V-567;T-15;C-5378;56943.0;75.79;6.98;2.25;3.82;3.95;50000.0;17.51;3.96;1.73;3.67;3.47;0.26;3.14;8.77;2.53;0.09;0.22
V-586;T-12;C-5379;127755.0;20.18;6.72;4.58;3.72;3.13;117849.0;54.4;4.09;2.19;3.38;2.99;0.12;-0.63;8.5;6.2;0.0;0.11
V-411;T-15;C-5380;156090.0;2.95;5.16;2.73;3.62;3.24;127076.0;0.72;2.3;3.09;3.35;3.21;0.26;3.14;8.77;2.53;0.09;0.22
V-287;T-9;C-5381;600046.0;39.91;7.05;4.35;3.71;4.0;273975.0;20.72;7.84;2.73;3.39;3.83;1.21;0.8;6.51;5.35;0.25;0.14
V-315;T-2;C-5382;50000.0;0.0;2.98;4.91;2.88;3.11;50000.0;0.0;3.32;8.28;2.57;3.04;-0.55;1.58;3.15;1.45;0.32;0.02
V-308;T-13;C-5383;100414.0;0.0;5.27;6.14;3.44;4.0;50000.0;26.09;5.93;4.15;3.12;4.0;1.15;-2.01;3.84;7.61;0.12;0.4
V-95;T-10;C-5384;358128.0;23.39;3.63;4.52;3.54;3.81;267491.0;22.4;4.58;2.83;3.47;4.0;0.3;0.02;2.17;5.74;0.32;0.07
V-143;T-5;C-5385;50000.0;122.99;2.71;5.16;4.25;3.67;69923.0;43.77;3.09;1.61;3.95;3.59;-2.31;1.68;2.5;8.56;0.15;0.03
V-655;T-2;C-5386;128621.0;0.0;3.57;2.79;4.43;3.78;273003.0;0.0;3.62;4.46;4.27;3.42;-0.55;1.58;3.15;1.45;0.32;0.02
V-9;T-15;C-5387;59188.0;68.31;5.1;3.83;3.63;3.65;50000.0;16.0;2.18;5.79;3.58;3.41;0.26;3.14;8.77;2.53;0.09;0.22
V-570;T-6;C-5388;50000.0;206.06;2.13;5.61;4.28;3.8;80630.0;42.46;2.47;6.73;4.28;3.62;-1.81;3.91;1.76;5.19;0.06;0.16
V-62;T-6;C-5389;50000.0;134.88;4.17;6.49;3.83;3.93;318821.0;27.5;6.38;7.44;3.71;3.42;-1.81;3.91;1.76;5.19;0.06;0.16
V-488;T-12;C-5390;161625.0;2.32;5.9;3.63;3.56;3.6;159118.0;6.63;3.16;1.39;3.83;3.23;0.12;-0.63;8.5;6.2;0.0;0.11
V-658;T-6;C-5391;50000.0;109.03;3.07;6.85;4.2;3.38;497552.0;21.22;4.42;7.34;3.87;3.48;-1.81;3.91;1.76;5.19;0.06;0.16
V-13;T-1;C-5392;280801.0;5.81;3.8;6.77;3.58;3.43;171460.0;33.68;4.58;8.29;3.5;3.39;0.63;-0.82;3.77;6.26;-0.05;0.11
V-361;T-7;C-5393;50000.0;54.18;6.87;3.19;4.42;3.11;238591.0;28.69;7.22;2.72;3.69;3.26;-1.12;1.07;6.13;3.79;0.46;0.13
V-513;T-7;C-5394;50000.0;78.31;5.58;2.49;3.13;3.66;320637.0;36.31;6.15;1.72;2.5;3.21;-1.12;1.07;6.13;3.79;0.46;0.13
V-416;T-2;C-5395;87687.0;132.07;5.4;4.79;3.8;4.0;193663.0;56.56;8.68;8.37;3.49;3.8;-0.55;1.58;3.15;1.45;0.32;0.02
V-203;T-7;C-5396;50000.0;142.07;5.69;5.41;5.16;3.17;304796.0;69.93;5.48;6.97;4.29;2.85;-1.12;1.07;6.13;3.79;0.46;0.13
V-298;T-5;C-5397;50000.0;157.8;3.59;5.7;4.18;3.77;424626.0;55.88;4.67;2.89;3.73;3.81;-2.31;1.68;2.5;8.56;0.15;0.03
V-435;T-10;C-5398;335281.0;25.59;5.64;6.85;2.98;4.0;283087.0;25.23;8.69;7.19;2.63;3.83;0.3;0.02;2.17;5.74;0.32;0.07
V-100;T-3;C-5399;343892.0;54.95;7.85;5.89;3.52;2.9;101622.0;26.38;6.84;5.23;3.36;2.82;2.74;1.31;8.27;7.23;0.26;0.13
V-559;T-12;C-5400;233574.0;1.87;5.45;7.51;3.88;3.24;203583.0;5.23;2.1;7.53;4.02;3.3;0.12;-0.63;8.5;6.2;0.0;0.11
V-640;T-10;C-5401;441127.0;26.07;3.7;6.56;3.97;3.7;312168.0;24.39;5.7;7.19;3.53;3.82;0.3;0.02;2.17;5.74;0.32;0.07
V-581;T-12;C-5402;54702.0;14.59;7.78;4.78;3.06;3.42;50000.0;37.44;7.96;4.36;3.0;3.45;0.12;-0.63;8.5;6.2;0.0;0.11
V-537;T-10;C-5403;551509.0;23.47;3.27;3.73;3.93;3.73;471259.0;21.83;4.04;1.52;3.44;3.57;0.3;0.02;2.17;5.74;0.32;0.07
V-58;T-4;C-5404;50000.0;11.78;6.94;2.07;4.73;4.0;50000.0;35.2;7.59;1.48;4.38;3.91;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-652;T-2;C-5405;50000.0;90.0;3.57;3.25;3.38;3.26;50000.0;37.26;4.24;4.52;3.21;3.58;-0.55;1.58;3.15;1.45;0.32;0.02
V-341;T-2;C-5406;157854.0;54.0;5.37;1.31;2.84;3.83;364643.0;21.95;8.42;1.45;2.59;3.66;-0.55;1.58;3.15;1.45;0.32;0.02
V-155;T-2;C-5407;50000.0;85.73;5.14;3.13;4.15;3.75;50000.0;35.06;6.87;4.41;3.68;3.43;-0.55;1.58;3.15;1.45;0.32;0.02
V-531;T-1;C-5408;263861.0;9.01;5.76;3.83;3.72;3.12;159532.0;50.29;8.7;2.03;3.51;3.25;0.63;-0.82;3.77;6.26;-0.05;0.11
V-640;T-7;C-5409;50000.0;46.21;5.99;5.29;4.37;4.0;312168.0;24.39;5.7;7.19;3.53;3.82;-1.12;1.07;6.13;3.79;0.46;0.13
V-185;T-14;C-5410;231971.0;114.14;7.72;5.22;3.33;3.87;130705.0;26.42;6.61;5.51;3.22;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-277;T-10;C-5411;113921.0;47.04;1.89;5.08;2.59;3.23;87368.0;44.55;1.78;4.94;2.5;3.33;0.3;0.02;2.17;5.74;0.32;0.07
V-440;T-6;C-5412;50000.0;131.67;2.38;3.74;4.09;3.87;439596.0;28.79;3.43;1.62;3.73;3.97;-1.81;3.91;1.76;5.19;0.06;0.16
V-508;T-5;C-5413;50000.0;38.98;3.98;7.27;4.04;3.74;104048.0;13.73;5.97;5.36;3.93;3.84;-2.31;1.68;2.5;8.56;0.15;0.03
V-649;T-13;C-5414;590955.0;0.0;6.25;4.02;2.63;3.8;266604.0;66.04;8.6;1.07;2.5;3.09;1.15;-2.01;3.84;7.61;0.12;0.4
V-662;T-6;C-5415;50000.0;21.68;3.38;3.03;2.76;3.29;524789.0;4.18;5.36;1.19;2.72;3.43;-1.81;3.91;1.76;5.19;0.06;0.16
V-95;T-15;C-5416;339758.0;90.69;7.17;2.64;3.64;3.96;267491.0;22.4;4.58;2.83;3.47;4.0;0.26;3.14;8.77;2.53;0.09;0.22
V-49;T-9;C-5417;515968.0;1.11;4.74;7.55;2.67;3.72;218030.0;0.68;2.28;8.89;2.5;3.93;1.21;0.8;6.51;5.35;0.25;0.14
